customer_id,base_risk,home_country
0,0.10551780479560528,DE
1,0.11175526893947177,ES
2,0.17106730329091044,DE
3,0.12701231153746298,BE
4,0.18052055367093073,DE
5,0.2248265653327506,NL
6,0.13075636298329463,ES
7,0.05969131103918349,IT
8,0.11497119856192672,DE
9,0.20989910308293727,FR
10,0.05892867431190311,DE
11,0.14954682599902885,GB
12,0.17481292445876112,IT
13,0.07652829397637236,NL
14,0.07880429125957579,BE
15,0.09696141675144541,IT
16,0.06453246015588907,BE
17,0.04216129260559987,ES
18,0.12425714405545284,FR
19,0.1367550115550889,DE
20,0.10524003523787341,GB
21,0.06384527062613,IT
22,0.1698759704427136,GB
23,0.028632626046051546,BE
24,0.1443472660224013,FR
25,0.09885769644773469,NL
26,0.03802295594738543,IT
27,0.15492019363220771,IT
28,0.10160264326129546,FR
29,0.29807809623926546,DE
30,0.09801233510192824,DE
31,0.2608883660580632,NL
32,0.06571698920618267,IT
33,0.02440005238551907,ES
34,0.26236499924640044,GB
35,0.012699647570609778,GB
36,0.04940628942019597,BE
37,0.1385269020145479,IT
38,0.09530385441104754,GB
39,0.08902628660110809,IT
40,0.2549954239153765,GB
41,0.18437983883117906,DE
42,0.06855221578265845,ES
43,0.022701505830149703,BE
44,0.06971497915611276,GB
45,0.0677892076032859,GB
46,0.1603402498379546,IT
47,0.2751676618289275,GB
48,0.033956236302776735,ES
49,0.09401249072004278,DE
50,0.18009185216848828,ES
51,0.06459475045717933,ES
52,0.17567612737186283,ES
53,0.15038610913229297,GB
54,0.14882610992265116,FR
55,0.08323977379786301,NL
56,0.06298233425906499,BE
57,0.07498219313751292,ES
58,0.14892580795955632,GB
59,0.013270553503995905,IT
60,0.3585517237961539,BE
61,0.010993926756259634,IT
62,0.020839369052371964,DE
63,0.05240236006222321,FR
64,0.07709731995494261,BE
65,0.09819889816182321,FR
66,0.1070949259771397,NL
67,0.1119915846093527,FR
68,0.05909192120142257,GB
69,0.27972526758240235,IT
70,0.09322091893944405,ES
71,0.11334345055356411,ES
72,0.03709601583271037,FR
73,0.0875813833297926,NL
74,0.24119391734674892,GB
75,0.18908071897745007,FR
76,0.2165592653473406,IT
77,0.10583537770888071,ES
78,0.11435547003154578,GB
79,0.21955803863982903,NL
80,0.08537098173974936,BE
81,0.16231379396602286,BE
82,0.13846037609590006,DE
83,0.11021095827180427,FR
84,0.19147104193365344,BE
85,0.03272734165524237,ES
86,0.1400071732322053,ES
87,0.21817549502411748,DE
88,0.10799950237362986,NL
89,0.14344398704619157,GB
90,0.11211135448669494,BE
91,0.08395868172928367,DE
92,0.029415468746581314,FR
93,0.04296565887355191,DE
94,0.18214783914842703,NL
95,0.45313946775238295,FR
96,0.05335949664113757,BE
97,0.04185059941418134,IT
98,0.19776597901153245,NL
99,0.09530121899543047,NL
100,0.10632907800186106,IT
101,0.05582032614800854,GB
102,0.08120002097028141,DE
103,0.22559716239781366,NL
104,0.005868417952910432,NL
105,0.08679604369272383,GB
106,0.05659970875513565,FR
107,0.1251149590887285,BE
108,0.04073829180564176,BE
109,0.03863450992107966,GB
110,0.07508036319596034,BE
111,0.07989044033801877,IT
112,0.08180375316070337,DE
113,0.06184743624456712,IT
114,0.20076210432843294,ES
115,0.2750939718853824,IT
116,0.17874575436754997,GB
117,0.18328937575619858,ES
118,0.042355785128795446,FR
119,0.18084996631952266,GB
120,0.0716913628859528,NL
121,0.19026201661157252,BE
122,0.11603240480686389,FR
123,0.11833504452879397,NL
124,0.04413206213733744,ES
125,0.20457124195041324,ES
126,0.12977100695149577,GB
127,0.009229530469535195,IT
128,0.03341361541638894,NL
129,0.0993187401830198,FR
130,0.09125838834280033,FR
131,0.12753783157520715,IT
132,0.03325499286403586,ES
133,0.16733988250647383,FR
134,0.13180063169357803,ES
135,0.10865971470787068,DE
136,0.1275224042801237,NL
137,0.018819139803322026,ES
138,0.08088557764716778,GB
139,0.14545142164847566,GB
140,0.12667519271094738,IT
141,0.07727816581389672,IT
142,0.07022784574208399,GB
143,0.08614062104676484,NL
144,0.08010461252543177,ES
145,0.025402826872515973,NL
146,0.08617576702387532,ES
147,0.15832084695379747,IT
148,0.0696306875104119,IT
149,0.03482522388258244,FR
150,0.02289001743488885,ES
151,0.10267566230155764,ES
152,0.06475189361000035,ES
153,0.10759748829548559,GB
154,0.05184059117109419,ES
155,0.026450052547743012,NL
156,0.0345192846703729,BE
157,0.18205076236365336,FR
158,0.0687201858027914,ES
159,0.15175536283084787,DE
160,0.029110754182813184,BE
161,0.08134942177756299,DE
162,0.07775591065370192,ES
163,0.015821120752712997,BE
164,0.06884114139213687,IT
165,0.03197279595579612,DE
166,0.19605138850843487,BE
167,0.18016148294149556,BE
168,0.293235547105318,IT
169,0.04977455330196315,DE
170,0.025219553384247428,IT
171,0.19329626083166174,FR
172,0.10396839123643875,IT
173,0.10962570929136435,FR
174,0.22816464425266594,GB
175,0.18316106882589936,GB
176,0.10159169663148666,BE
177,0.09812166056612935,NL
178,0.036939045324697606,ES
179,0.03339819987688945,FR
180,0.05115391897110419,IT
181,0.12987031995245685,FR
182,0.12968783659675864,ES
183,0.08057989277242276,GB
184,0.01004902309987053,DE
185,0.16111780833176767,ES
186,0.12063023235289143,IT
187,0.10310448875980523,BE
188,0.017112558734776937,GB
189,0.04236535832698919,ES
190,0.2824608170320653,IT
191,0.13142743988951244,BE
192,0.3128342572757357,ES
193,0.11650490747021565,GB
194,0.14958172628173783,GB
195,0.1472470391075672,GB
196,0.2435381571082383,ES
197,0.1340759859974786,BE
198,0.10765322874881145,DE
199,0.2623173502609651,ES
200,0.13659718375642735,ES
201,0.0498633821238687,IT
202,0.013653328814189883,ES
203,0.22432242187433693,NL
204,0.09642042179059916,NL
205,0.10024891942894086,ES
206,0.08310923459400953,NL
207,0.0692214730443402,BE
208,0.13682770652183746,ES
209,0.06211848020335194,GB
210,0.07927165021917805,BE
211,0.17181908766805098,NL
212,0.060835640222412564,IT
213,0.18690693520162557,BE
214,0.2519387306769505,GB
215,0.45354557058900047,FR
216,0.0631309750048665,FR
217,0.1137496294732753,IT
218,0.04579227298573259,DE
219,0.08363188150479961,DE
220,0.0607773512224565,ES
221,0.24589140217487782,NL
222,0.10366195605877696,GB
223,0.15449141326481702,DE
224,0.029930702903341905,FR
225,0.057718366906903754,ES
226,0.0958182208879659,ES
227,0.12729558639799649,GB
228,0.10677092977658496,ES
229,0.0852657948964298,BE
230,0.04908733779212777,FR
231,0.1362421781380037,ES
232,0.23402229759401533,NL
233,0.11505763006500724,DE
234,0.09552965364235394,DE
235,0.0787165244937546,ES
236,0.16418994124538552,GB
237,0.17115730841952848,DE
238,0.13107896672165534,NL
239,0.11674470546183895,GB
240,0.016902237754379205,NL
241,0.06567251059054169,GB
242,0.07101201816347888,NL
243,0.044620736923097794,GB
244,0.06837561314200509,IT
245,0.07871642946551853,GB
246,0.034030151764520566,GB
247,0.02509504111324862,ES
248,0.10926582093851171,GB
249,0.03089866206325208,FR
250,0.11900979968842462,IT
251,0.07908750531751023,ES
252,0.11308445303141464,ES
253,0.07480673745157777,ES
254,0.13155667105969743,ES
255,0.039434444846416214,ES
256,0.041815458936843665,ES
257,0.07342912587277452,IT
258,0.22013000013486078,DE
259,0.009410142387108404,BE
260,0.22464869257871184,NL
261,0.05409461199843497,ES
262,0.2062782511065391,DE
263,0.1867445303719518,DE
264,0.08606948845871619,DE
265,0.033472991998547565,IT
266,0.028414450587046763,GB
267,0.11465477269567352,GB
268,0.08488059454422835,DE
269,0.02924659940492517,GB
270,0.09357083742909861,FR
271,0.035325286595829314,NL
272,0.06120131393895953,BE
273,0.1317262061156772,FR
274,0.024502819599810603,NL
275,0.05331026419119726,NL
276,0.086780015359461,IT
277,0.1829420064576894,ES
278,0.12189129675959975,NL
279,0.0441352947592673,DE
280,0.0887101642726642,FR
281,0.11729134340914239,GB
282,0.04479910799994331,DE
283,0.09180119735221878,ES
284,0.16147941590341686,BE
285,0.06142955259855315,FR
286,0.21033746125682953,IT
287,0.18313312999590473,GB
288,0.0571583859573618,ES
289,0.060322942976394185,GB
290,0.2044891116592927,GB
291,0.07928122853102217,IT
292,0.03089747566119302,IT
293,0.031675859108738075,BE
294,0.2824606966388142,BE
295,0.01911459729965003,ES
296,0.021617888085202763,DE
297,0.11076901113226098,IT
298,0.2078576415872299,BE
299,0.1338585084235368,NL
300,0.1583138125717814,DE
301,0.3332004326712665,BE
302,0.047311267067049856,DE
303,0.11167841784754459,FR
304,0.04634361930850681,GB
305,0.08414032443657007,DE
306,0.0551900565835526,GB
307,0.16639310152289344,DE
308,0.14723723685758505,NL
309,0.05717813005203859,BE
310,0.0382616898347127,FR
311,0.047111160666702026,IT
312,0.29104922990525,GB
313,0.06693126315450536,ES
314,0.025997315152526963,NL
315,0.22077656068234822,GB
316,0.0632178152289716,ES
317,0.06920268606680709,NL
318,0.07498733558385046,DE
319,0.1355884217616479,ES
320,0.21132507978484835,FR
321,0.07226179424744184,NL
322,0.15182201334339396,BE
323,0.15725446963386328,DE
324,0.08312346451413893,ES
325,0.127770030796105,ES
326,0.19710332731587354,GB
327,0.08059848753430861,DE
328,0.28669691690831944,DE
329,0.22209474868009135,DE
330,0.15288267891307675,IT
331,0.24839248808329864,GB
332,0.2278311995342857,IT
333,0.018569280903175982,ES
334,0.018952490305678093,IT
335,0.03843515296414265,IT
336,0.2376819670352356,IT
337,0.07908925907684348,ES
338,0.04058719206563197,ES
339,0.058698129806897426,IT
340,0.13484731332290303,FR
341,0.15467967501840418,GB
342,0.06859859784735234,DE
343,0.15859231413529246,FR
344,0.177910387180762,GB
345,0.24208153323327378,DE
346,0.12446327450930746,ES
347,0.41429929723235914,NL
348,0.08870319619128035,DE
349,0.05149743333973061,BE
350,0.21021121560761202,FR
351,0.27911210741923465,NL
352,0.030868216340965544,NL
353,0.05962861139926401,ES
354,0.13713994672975438,IT
355,0.24544943546233663,GB
356,0.040328753461363186,IT
357,0.10929725987123828,DE
358,0.26886293572968856,BE
359,0.15145240444956223,GB
360,0.07331476258048454,BE
361,0.2062146316522123,NL
362,0.18169134659272862,NL
363,0.21384681926892277,GB
364,0.2641576089157602,GB
365,0.1546369530462604,BE
366,0.09210911985453733,GB
367,0.15257210450673275,ES
368,0.13601914269840185,GB
369,0.04872822066271445,ES
370,0.3202871961920117,BE
371,0.1304806530235904,GB
372,0.22732379868628638,IT
373,0.15312510065208937,FR
374,0.02835212968220412,IT
375,0.1302656722081333,DE
376,0.05391354840758001,GB
377,0.04315549186605644,GB
378,0.113375825268276,IT
379,0.09598008838249032,FR
380,0.23064181949503684,IT
381,0.08782132928421799,IT
382,0.06955134761257037,NL
383,0.07822392020685687,BE
384,0.16472458608395507,GB
385,0.032276180922866736,DE
386,0.1738791304416297,ES
387,0.10466107543383289,BE
388,0.15608094056671118,BE
389,0.09084432162929726,ES
390,0.16918027820234627,GB
391,0.14769428677649482,DE
392,0.05987113010158145,ES
393,0.02416044166973513,BE
